3	2	1/3	38	536
4	2	1/2	59	536
5	2	2/3	85	536
6	2	3/4	96	536
7	2	5/6	108	536
8	3	2/3	115	536
9	3	3/4	130	536
10	3	5/6	144	536
11	4	3/4	175	536
12	4	5/6	194	536
13	2	1/3	123	1616
14	2	1/2	188	1616
15	2	2/3	264	1616
16	2	3/4	298	1616
17	2	5/6	333	1616
18	3	2/3	355	1616
19	3	3/4	400	1616
20	3	5/6	444	1616
21	4	3/4	539	1616
22	4	5/6	599	1616
